父评论id,评论id,用户名,评论内容
-1,9417531,小目标,救赎,<p>  </p><p>踉踉跄跄前后一个月的时间把这部长篇巨著给读完了，不得不说《悲惨世界》讲述的故事真的是十分的引人入胜，前后情节都经得起推敲，环环相扣，这是一部优秀的作品所必须具备的素质，但是这部书也有我不喜欢的地方，就是在介绍一个历史事件的时候，或者一个时代背景的时候，用的篇幅太长了，我映像比较深刻的就是介绍当时法国强盗之间的黑话那一部分，真的太过雍长了，没有推动剧情，纯科普，真的会让人有读不下去的感觉，书中类似的地方还有很多，我从我主观的角度出发，我是不怎么喜欢这样的写作方式的，但也是雨果为了让大家更加了解当时的时代背景吧，可以说《悲惨世界》是19世纪法国社会的百科全书，穷苦的下人、强盗、富商、仕官，他们的生活被描写的淋漓尽致，巴黎的街道，房屋的样式真的可以说是面面俱到。</p><p>全书那么多个性鲜明的人物，我只想说一个——冉阿让，全书的主角，唯一一个贯穿了全书的角色，他是谁？一个苦役犯、一位神秘的富人、一位可敬的父亲，他本来是一个简单的人，但他将自己的人生变的不简单。改变冉阿让的是开篇的主教大人，服了18年的苦役的他，处处碰壁，没有人给他工作，没有人愿意给他食物，连狗都不愿意与他分享住所，而主教不同，主教收留了他，还称他为“您”，尽管他偷走了主教的银烛台被人抓获主教也坚称，烛台是他送给冉阿让的。就是这位可爱的主教让冉阿让感受到了人性的美好与善良。冉阿让的三观从这里开始改变，冉阿让自己的救赎也从这里开始。</p><p>4年后一位叫马德兰的人横空出世，他改变了落末海滨市的经济，成为了海滨市的英雄，被人们推举为市长，他给穷苦人提供工作，做了非常多的善事，没错他就是冉阿让，他变了，外表和心灵都发生了变化。在自己稳步发展了几年后，他得知了一位叫“冉阿让”的苦役犯被抓时，他做了一个令人无法相信的决定，他到了法庭上承认了自己才是真正冉阿让，真的当时读到这是我被他的行为震撼到了，明明有人替他背了自己的锅，明明自己已经改过自新了，也带领海滨市取得了飞速的发展，何况那人本来就是个罪犯，但是他还是去了，当时真的觉的他三观太正了，正的可怕，后来仔细想想，其实他是继承了主教的遗志吧，自己去承认自己所犯的罪行，自己去承担自己所应该承受的责任，对过去的自己彻底的说再见，这才是他想做的吧，也可以说是他的自我救赎的开始。</p><p>主教的善；对珂赛特的爱；马吕斯使他战胜恶念，一步一步完成他的救赎，这就是对他最好的救赎了吧，最后一句话总结冉阿让  </p><p>他活着 尽管他一生遭遇苦难</p><p>他安息 因为天使离开而合眼</p><p>生来死去 是人生自然的规律</p><p>昼去夜来 也是一样的道理</p>
-1,9930138,半夏微晴,一块面包引发的血案,"<p> </p><p>上初中的时候，我买过一套书，上中下三册，每一本都像砖头一样，估计能砸晕人。不知道是因为书名太严肃，还是真的太像砖头，我一直把它仨晾在书架上没去动过，直到书页都发黄了。</p><p>这套书就是鼎鼎有名的19世纪法国浪漫主义文学作家雨果创作的鼎鼎有名的《悲惨世界》，中文版大约126.7万字。</p><p>同名的电视、电影倒是不少，故事情节大概也了解，但我直到去年才有勇气把这套书看完……这样的大部头毫无疑问，就是用来“修炼”的。</p><p><span style=""font-weight: bold;"">因为看进去了，就会发现它的伟大。看一般的书，小说就是小说，历史就是历史，爱就是爱，恨就是恨，但是看《悲惨世界》，你会发现你不但看了一本小说，你同时也看了一本历史、哲学、法律、宗教……你不但看到了爱、看到了恨，你还看到了爱恨交加和爱的升华。</span></p><p>这补史诗级巨作讲的是法国大革命背景下，一个偷面包的男人冉阿让关于爱、人性与救赎的故事，时代背景跨越了近半个世纪，从1793年法国大革命开始，结束于1832年巴黎人民起义，在主要故事情节之外，雨果还不惜花费大量笔墨对当时的社会政治经济进行了深刻的剖析，包括思潮、革命、战争、起义和司法等各个方面，展示了一幅19世纪初法国社会现实的画卷。</p><p>现在的我们已经难以想象，在1801年的法国，一位农民因为饥饿偷了一块面包，竟然被判处了整整五年的苦役，当他刑满出狱后，又因为持有黄色身份证的缘故，一辈子都被钉在罪恶和耻辱的十字架上，丧失了得到一切公平公正的待遇。</p><p><span style=""font-weight: bold;"">正是这起悲惨事件，激发了作家维克多·雨果的同情和灵感。雨果一生的活动和文学创作始终贯穿着人道主义、反对暴力和以爱制“恶”三种思想，他的《悲惨世界》从构思到完书长达三十多年的时间，毫无保留地展现了雨果的叙事才华，完美反映了他饱含深情的人道主义情怀，表达了对全人类苦难命运的关注，可谓感人至深。</span></p><h2>1.魔鬼与天使</h2><p>《悲惨世界》不仅是法国大革命时期社会现实的画卷，也是男主人公冉阿让获得人性救赎的心灵史。从苦难走向罪恶，再从罪恶走向高尚，主要经历了两次关键的心灵抉择。</p><p><span style=""font-weight: bold;"">第一次心灵抉择是尚马秋案件。</span></p><p>当时刑满出狱的主人公冉阿让因为受到米里哀主教的感化，已经从一个对社会怀有报复心理的偷盗犯，改头换面成为受人尊敬的马德兰市长大人。他隐藏了自己的黑历史，认认真真地在做一个好人。</p><p>除了探长沙威之外，几乎所有人都爱戴他，刚巧又有一个外貌酷似他的尚马秋被误抓，即将替他接受审判和服刑，就连警犬一样灵敏的沙威探长也不再怀疑他了。</p><p>只要把尚马秋关进牢房，那么沙威从此不会再来找麻烦，冉阿让既可以维持体面的人生，又可以继续行善积德，当他的好好先生。</p><p>至少有一百个理由支持冉阿让接受现状，内心的激烈挣扎也让他一夜无眠，to be or not to be， that is the question。</p><p>但是他最终突破了人性的自私，把一切安顿好之后，毅然走上法院，主动公开了自己的真实身份，接受了法律的制裁。</p><p>他不愿意在天堂做魔鬼，宁可在地狱做天使，不愿让无辜的人替他受罪，他坚守了米里哀主教秉承的诚实、善良和勇敢。尽管他周遭的人，包括之前尊敬爱戴他的市民和法庭的审判员，只不过为他的行为感动了几天，又重新回到鄙视他、看不起他的路上去，因为他又沦为阶下囚。</p><p><span style=""font-weight: bold;"">可见当时法国社会上的人，衡量一个人的好坏善恶，是由这个人的阶级属性决定的，人们对于某个人的感情，更多地决定于这个人的身份和地位。</span></p><div class=""image-container image-float-center""><div class=""image-wrapper""><img src=""https://img9.doubanio.com/view/thing_review/l/public/2426199.jpg"" width=""2000""/></div></div><p><span style=""font-weight: bold;"">第二次是对珂赛特丈夫马吕斯的坦白。</span></p><p>冉阿让逃狱是为了去解救芳汀的女儿，终于历尽千辛万苦把孤女珂赛特养大成人，可以说是倾注了自己毕生的心血和全部的爱。</p><p>珂赛特长大后与年轻人马吕斯相爱了，冉阿让知道后极度不满，有不舍也有自私，一度想要设法阻拦、破坏。</p><p>但在法国巴黎人民的起义事件中，冉阿让不顾生命危险悄悄救出了战场上的马吕斯，用实际行动支持了珂赛特的爱情。在马吕斯康复后，冉阿让成全了两人的婚事，并把自己终生积累的巨额财富全部送给了这对新人。</p><p>就在珂赛特出嫁的当晚，冉阿让经历了人生的第二次心灵抉择。</p><p>他原本完全可以隐瞒一切，继续以珂赛特父亲的身份，心安理得地与他们住在一起，享受天伦之乐。</p><p><span style=""font-weight: bold;"">但是他最终还是选择了勇敢和诚实，他只想把单纯的幸福留给珂赛特，于是，冉阿让强忍内心的思念和不舍，向马吕斯坦白了自己逃犯的身份，却只字不提自己对马吕斯的救命之恩，并故意疏远了珂赛特。</span></p><p>直到冉阿让临死之际，一切才真相大白，最终收获了马吕斯与珂赛特的爱与尊敬，也收获了自我的宽恕，得到了灵魂的救赎。</p><p>正是这两次心灵抉择，让冉阿让从魔鬼变成人，再从人变成天使，用自我的选择突破了残忍命运的阻碍，直击人心，感人泪下。</p><div class=""image-container image-float-center""><div class=""image-wrapper""><img src=""https://img9.doubanio.com/view/thing_review/l/public/2426200.jpg"" width=""500""/></div></div><p></p><h2>2.法与情</h2><p>19世纪初的法国，封建君主制才刚刚被推翻，自由民主平等的思想还不普及，又因为波旁王朝的复辟，整个社会的新旧思想正处在激烈碰撞之中。</p><p>在探长沙威的心中，维护国家的法律和等级制度就是最高法则，只要违反了法律，不管出于任何原因，也不能给予半点同情。他坚定地认为这是正义和忠诚，他恪守自我的处事原则已经到了固执死板的程度。</p><p>他的感觉就跟警犬一样灵敏，当城市里所有人都拥护爱戴马德兰先生的时候，只有他一个人怀疑马德兰先生是苦役犯冉阿让。只要有足够的证据，沙威就连市长也不会放在眼里，可见他遵循和服从的是法律的意志，而不是个人的意</p><p><span style=""font-weight: bold;"">从沙威的职业身份和操守来评判的话，他绝对是完美的警察和探长，敏锐、严谨、聪明、理智，但是从作为一个人的角度来看，他无疑是冷酷无情的机器。他不容许自己的人生有污点，不容许出现一丁点的错误。</span></p><p>但是后来，一辈子都在追捕冉阿让的沙威却被冉阿让救了，从那一刻起，沙威作为一个国家机器的心理防线，就像摇摇欲坠的法国保皇党一样，濒临崩溃。</p><p>最后，他在跟踪恶棍德纳第的时候，意外发现冉阿让背着马吕斯从下水道爬上来，亲眼看见冉阿让不顾安危地在拯救另一个人的生命。</p><p>沙威从来只相信犯过罪的人永远只会犯罪，但冉阿让证明了“魔鬼也能变天使”，推翻了沙威内心信奉的法律秩序。</p><p>沙威最终违背了自己一生的操守和原则，故意放走了冉阿让，但他也无法接受这样的自己，在法与情的挣扎中，用自杀结束了自己的生命。</p><div class=""image-container image-float-center""><div class=""image-wrapper""><img src=""https://img9.doubanio.com/view/thing_review/l/public/2426201.jpg"" width=""500""/></div></div><p></p><h2>3.理想与现实</h2><p>年轻人马吕斯是沙威的对立面。</p><p>他的身份是一名律师，却一直被热烈的情感裹挟着，如果说沙威尊奉法律，那马吕斯追随的就是人间真情。</p><p>他受到亲生父亲的影响，对革命抱有巨大的热情，相信人性的美好，包容各种阶级的人，而且十分富有同情心，即使自己穷困潦倒，还要资助隔壁的穷人，是那种宁可自己挨饿也会把最后一块面包让给乞丐的善良人。</p><div class=""image-container image-float-center""><div class=""image-wrapper""><img src=""https://img9.doubanio.com/view/thing_review/l/public/2426202.jpg"" width=""615""/></div></div><p>但是他的内心也有怯懦和自私，这是他的阶级属性造成的，因为他在一个保皇派祖父的身边长大。所以当冉阿让把自己苦役犯的身份向他坦白后，他抑制不住内心的嫌弃与厌恶，故意阻碍珂赛特与冉阿让见面，各种明示暗示冉阿让远离自己的家庭，暗中调查冉阿让，把他猜想成罪大恶极的人。</p><p>可以说，马吕斯象征着法国大革命的成果，虽然激烈但还不够坚定，存在许多局限性。</p><p><span style=""font-weight: bold;"">他一边接受人生而平等自由的思想，一边又固守贵族阶级的一套，他怀抱对幸福生活的向往，也乐于帮助他人，但达不到真正的崇高，他向往人性的美好，却禁不住认为冉阿让是个丑恶的人。但他没有停下成长的脚步，就像革命的精神终究会星火燎原，心中怀抱着对美好理想的追求，直面残酷的现实和自我局限性，实现了自我独立意识的醒悟。</span></p><div class=""image-container image-float-center""><div class=""image-wrapper""><img src=""https://img9.doubanio.com/view/thing_review/l/public/2426203.jpg"" width=""600""/></div></div><p>《悲惨世界》这部鸿篇巨制，高度还原了19世纪初法国的社会生活，通过描述人与社会的对立和抗争，揭露了人性的丑陋面，也赞美了人性的崇高。</p><p>雨果认为罪恶不在于犯罪的人，而在于制造黑暗的人。所以他在小说中塑造出一系列血肉丰满的人物形象，包括偷面包的可怜人冉阿让、沦为妓女的女子芳汀、冷酷无情的沙威探长、童年悲惨的女孩珂赛特、战胜自我的少年马吕斯等。</p><p><span style=""font-weight: bold;"">他们无不是从恶走向善，从黑夜走向光明、从兽性走向责任、从地狱走向天堂的角色，激起了复杂人性中美丽的浪花。</span></p>"
-1,10091054,大雨哥哥的迷妹,读名著不要只看简介就跑了,<p>  </p><p>我特别喜欢雨果为这本书作的序，“在文明鼎盛时期，只要还存在社会压迫，只要依仗法律和习俗人为地把人间变成地狱，给人类神圣命运制造苦难；只要本世纪的三个问题：贫穷使男人沉沦，饥饿使女人堕落，黑暗使儿童羸弱，还不能完全得到解决；只要在一些地区，还可能产生社会压制，换言之，从更广泛的意义来说，只要这个世界还存在愚昧和困苦，那么这一类的作品就不会是无用的。”</p><p>善良的人是人间的上帝-----来福主教。雨果塑造了一个理想的主教形象，他会不惜一切代价平等对待所有人。在让▪瓦尔让持黄色身份证受到排挤时，主教收留了他，并在他偷银质餐具时，告诉警察那不是让▪瓦尔让偷的，是自己送的，并且还多送了一副烛台给他。主教从恶魔手中赎回让的灵魂。主教死后，让▪瓦尔让继承了他传播善的事业。</p><p>浪子回头得善终-----让▪瓦尔让。作为男主角的他，形象很丰满。因为偷了一只想要喂饱姐姐那些可怜孩子们的面包，锒铛入狱，变成了社会最后一个人后面的那个人。又因为越狱不成，被加了十九年刑期。进去黑发，出来白头。在他穷愁潦倒的时候，来福主教救了他和他的灵魂。他利用受赠的银质餐具还有自己的私房钱，办起开发黑玻璃的工厂，日子富裕起来，他捐钱办学校，救助穷人，修路、修医院，最后变成了市长，更名马德兰。在这期间，他认识了盲目又可怜的芳汀，埋下收养柯塞特的线。虽然他成为了善良的人，但是警察沙威却一直在追捕他，最后他还是承认了自己就是让▪瓦尔让，是苦役犯。这回他放弃了尊严、财富、荣誉走向良心，又重新入狱。在机缘巧合下，他假死逃走，去收养了芳汀的孤女柯塞特，两人相依为命9年。让▪瓦尔让最后向马里于斯谈白自己的身份，只讲忏悔不讲自己的良善之行。在成全了柯塞特和马里于斯之后，自己抑郁而死。</p><p>我从不认为一个人不能犯错，而且每个人都应该有被宽恕的机会。别人和让▪瓦尔让自己都对他太残忍了，一直赎罪却回不到无罪的心态。死亡是最后的救赎！</p><p>芳汀和艾丝美拉达一样，是个盲目的女人，爱上不负责任、轻佻的男人，最终走向自己悲剧的结局。芳汀在为柯塞特生存而卖掉自己的头发以至于牙齿的时候，她深深地感动了我。每个母亲都是孩子的守护天使。</p><p>柯塞特有悲惨的童年，但是让▪瓦尔让的到来，使她过上了安宁的少年时期，并且在雨季遇见自己的人生伴侣，马先生。她很无辜，很善良，让人觉得有些无知，有时甚至过分服从马里于斯。我最不能接受的是，她最后对让▪瓦尔让的冷漠。</p><p>马里于斯和他的起义伙伴是一群热血青年，虽然最后只剩马里于斯一个人逃出了街垒，但那些激情洋溢的日子令人印象深刻。特别是在反包围时候的几次演说，就如兴奋剂般让人热血沸腾，伟大人物由此产生。他如此坚持自己，不分是非黑白又令我生厌。</p><p>沙威是个非常戏剧化的人物形象，一切惟法是从，特别刻板，能可冤枉好人，也不放过坏人。一切有情众生都可能被爱感化，他最后的死说明他内心的斗争已经无法排除。</p><p>社会的黑暗从来都不曾离开社会，几百年前存在，现在存在，今后也会存在，因为人始终是人。</p><p>放两段摘抄：</p><p>他在田野里自由的转了两天，倘若这样也算自由的话，收到追捕，时刻要回头，一有响声便瑟瑟发抖，什么都害怕，怕冒烟的屋顶，怕路过的人，怕吠叫的狗，怕奔驰的马，怕敲响的钟，怕看清东西要天亮，怕看不清东西要天黑，怕大陆，怕小径，怕灌木丛，怕睡眠。（P72）</p><p>下水道，这是城市的良知。一切在这里汇聚和对质。在这铅样的地方，有的是黑暗，却不再有秘密。每样东西有着真实的形态，至少是最终的形态。（P1048）</p>
-1,10090607,杨昌文,从黑暗走向黎明,"<p>《悲惨世界》这本书是法国维克多.雨果的作品，故事的主线围绕主人公苦刑犯冉·阿让的个人经历，整本书体现了了法国的历史、革命、战争、道德哲学、法律、正义、宗教信仰。故事的主人公冉阿让在天使主教卞福汝的感化下，从恶走向善，从假走向真，从黑夜走向黎明，从欲望走向良知，从腐朽走向新生，从兽行走向责任，从地狱走向天堂。原本冉阿让也是善的，为了能生活，每天都很努力的工作，但终究还是抵不过社会的腐朽和黑暗，渐渐被埋没在生活里，为了一家人能活下去，迫不得已，只好去偷一块面包，就因为这一块面包冉阿让面对的是沉重的判刑。在服刑期间，听到姐姐的消息，压抑不住只能越狱，但还是没有成功，又被判刑，以后的几次尝试也失败了，最后的总刑期变成了19年之久。这就是当时法国的黑暗社会，冉阿让代表的是当时的法国的底层民众生活在水深火热中。在这黑暗中，有一个确是那么的耀眼，那就是主教卞福汝，主教卞福汝的行为修养深深感化了刚释放出狱的冉阿让，就这样把冉阿让从恶走向善，从黑夜走向黎明，从欲望走向良知，从腐朽走向新生，从兽行走向责任，从地狱走向天堂。在书中参插了芳汀，珂赛特，马吕斯，沙威等主要人物构成了《悲惨世界》这本书。在这黑暗的社会中，人民苦不堪言，民不聊生，最终爆发了革命。而这场革命最终让法国从黑暗走向黎明。最突出人物从黑暗走向黎明的是冉阿让，冉阿让只是一个社会代表的缩影，从黑暗走向黎明。这不仅仅只是一本简单的书，更是被称为法国的“社会百科全书”。
</p>"
10090607,10921462,思玉,,较为简洁地概括了本书的主要情节与主旨。希望以后从细读中能得到更多营养。78
-1,10090622,龙小斌,《悲惨世界》,"<p>      冉阿让虽然后来尽全力去帮助别人，想用多做一些好事来弥补自己从前所犯下的罪，但是人们知道他从前是个苦役犯后，都不接受他的好意，在人们眼里它还是个十恶不赦的坏人。可是冉阿让并不介意，仍然怀着那的善良的心去帮助别人。最终他还是凄惨的死去了，这充分体现出当时的社会是多么不公平，难道一个人犯了错，永远都不会改了吗？
读完整本书后,感叹过当时阶级社会对穷人的残暴粗鲁；感叹过当时法国触目惊心的社会现实；感叹过人们贪恋狡诈的邪念；更感叹过那些平凡而又普通的人民,为了反抗社会的不公而做出的巨大贡献,那些心中充满希望和爱的人.
       “只有爱,才能消灭世界上的一切不幸” 这是作者想告诉我们的,虽然我们的爱没有冉阿让那样伟大,但在现实生活中,平凡的爱也是随处可见的.还记得当你沮丧不已时那温暖的怀抱；当你激动万分时那热情的击掌；当你愤怒难堪时那理解的目光；当你骄傲自满时那严厉的皱眉…… 还记得那温暖的语言,友善的微笑,温柔的目光和那轻柔的拍抚……
</p>"
10090639,10925431,思玉,,阅读有很多种，其中从中获取到愉悦恰恰是最重要的一种，只有这种愉悦才能真正滋养我们，而不是为了一些功利的目的去阅读，所以最初看重故事情节的阅读也没有什么不妥的地方。你对自己的要求是对一个专业读者的要求，当然是极好的。而且你目前的反思如果能实现，会推动你成为一名成熟的读者，甚至走向专业的读者。阅读也并非一次到位的，它需要一辈子的反复，对于喜爱的作品，人们总是倾向于一读再读。只要读过，就会有感悟，且会是属于自己的独特感悟，一手经验写出来的就有打动人的力量。92
-1,10090639,朱达杰,生命的真谛,"<p>     命运到底会给予什么，也许只有在生命的最后一刻才会揭晓。我选择以《悲惨世界》结束这一整年的名著阅读，是因为它在我心中慕名的分量。
   《悲惨世界》于我而言是两本书。一本讲历史，一本讲言情，所以这书我只读懂了一半，或者严格的说，我只读懂了一点点。原因是在不知道历史大背景下想去完整的理解雨果给的故事，是绝对不可能的事情。
     对于《悲惨世界》的阅读，于我有些困难。这困难来自于我的历史空白。阅读中，我一直感觉雨果要给读者的信息实在太多太庞大，在目不暇接中，我只愿意追随故事主人公的情感主线。但这样的阅读便犯了阅读的大忌，就是急躁。好的作家一定是沉得住气的，他们给的线索以及铺垫都是为了故事整体架构服务的，从而实现在谜底揭开的那刻给足读者全部该有的情绪反馈。但是，在面对这本书时，我并没有作为一个优秀的读者在阅读，因为我嫌弃雨果给的信息太多，因为我太想知道这个故事的结尾，因为我不耐烦情节推动的缓慢，种种原因促成了一次我最失败的阅读。
      我讨厌这个心急火燎阅读的自己，我讨厌这个面对空白知识选择回避的自己，我讨厌这个还是将侧重点放在故事主线的自己。结束这部书的阅读，我最该做的是自我阅读的反省，也许这才是这本书留给我的最大收获。
       至于故事，我想这是一个关于伟大的人的故事。我们满眼承载着圣人般的光环，即便在那个无比黑暗的社会中。然后，可以支撑住这个圣人的力量是什么呢？是爱！因为他爱着，所以他愿意活着，这就是他人生的全部意义。我常常问自己，爱到底可以带给人什么？我想，这个答案现在就在我的心里，它就是生的希望。如果你拥有了爱，那么当清晨的第一缕阳光照向你惺忪的睡眼，美妙与等待便开始了对你新一轮的召唤，你会不分缘由的面带笑容，因为你心温暖。
        关于让·瓦让，我心里有太多的眼泪。一个男人，没有母亲，没有妻子，没有孩子，他将自己对于爱全部的感悟交给了一个小女孩，他也许一辈子也分不清爱的种类，但是他却愿意用自己的生命护另一个人周全。当让·瓦让留给珂赛特的那笔巨额财产被马里尤斯质疑，致使珂赛特无法享有的时候，他用尽自己最后的一丝力气写下这笔财产清白的证明，那一刻，金钱在真爱的面前已一分不值了。我不敢深想让·瓦让的内心世界，我只想他活着的每一刻都是快乐的，因为，他比任何人都有资格收获幸福。</p>"
-1,10090685,熊康,我眼中最悲惨的人,"<p>   我是去年才接触这本书的，读完这本书，我觉得人生处处是悲惨，特别是在读到青年马吕斯的父亲“彭眉胥”,他是曾经跟随拿破仑的一名将军，他英勇无比，在美因茨战争中，他和其他11个人，阻击了赫斯亲王的全部人马，在意大利前线他和茹贝尔一起保卫坦达谷的30名军人之一，在诺维，他领着步兵乘船攻打英国运输舰，并浮获了舰内运输的全部人马和物质，在奥斯特里茨，他参加了反攻，击退了俄皇禁卫军骑兵队，在艾劳，敌人疯狂进攻，他所在的83人连队，经过2个小时的恶战只活下了3个人，在阿尔内勒狄克，他用战刀砍翻了10名哥萨克骑兵，同时自己也遍体鳞伤，在滑铁卢战役，在勇往直前，夺取了月亮堡垒的军旗，拿破仑冲他高兴的说：你是上校，你是男爵，你是荣誉团军官！ </p><p>  面对着这个英勇无比的人，上帝却是不公的，当王朝复辟后，他什么都没有了，甚至还被送多韦尔农受监视，连他那唯一的儿子马吕斯也被他的岳父强行接走，使他们无法见面，他每次也只能的在儿子做弥撒的时候，偷偷的看他一眼，他眼里总是噙着泪水，刚毅的脸上也泛着温情。</p><p>   父亲，一个最美丽的名字，无论是小说的人物还是现实世界的人物，他们都有着对自己孩子的关爱，这是一个永恒不变的规律，这是人的本能。我们可以换个角度看下，彭眉胥，作为一个父亲，却不能和他的孩子相见，不能好好的疼爱他，也不能听到他的一声问候，一句父亲，这是多么难受，他的人生已经如此的多灾多难，为什么还要给他这些痛苦呢？他在战场上已经遍体鳞伤，为什么还要在生活上给他打击呢？</p><p>   所以，当我读到这的时候，内心百感交集，感觉世界处处是悲惨，但人人都很坚强。这也是这本书给我最大的感受。</p>"
10090622,10921498,思玉,,"人类社会的发展过程中的确有过很多黑暗的时候，也许那个时代的不公是现在的我们所难以想象的，心中充满爱与信心不仅可以救赎自己，还可以对社会有一份贡献，多一份温暖就多一份战胜严寒的力量，“最终他还是凄惨的死去了，”这一点有误，他是在女儿女婿的热爱笼罩下死去的，而且也不凄惨。所以本书名为悲惨世界，如果去读，会发现在爱的力量下，世界会变得可爱，人会变得幸福。
书评结尾是亮点。80"
10090685,10925445,思玉,,你选取了很多读者很少关注和很多评论家很少去评论的视角，即那场滑铁卢战役失败但被另一个人无意中救出来的人，无巧不成书，偏偏这个人的儿子又与救这个人的那个人后来有着各种过节，甚至到本书结束时都仍然还有着一些扭不开的丢不下的情节。但也不要过于悲观，生前的美好总是会传袭给下一代，他所遭受的不公也会在下一代得到补偿。83
-1,10091519,祝琴,爱与救赎,"<p>  《悲惨世界》是一部震撼人心的煌煌巨著。全书共分为五部。第一部《芳汀》,第二部《珂赛特》,第三部《马吕斯》,第四部《卜吕梅街的儿女情和圣德尼街的英雄血》,第五部《冉阿让》。</p><p>他活着，尽管命运离奇多磨难； 
他安息，只因失去天使才合眼。 
生来死去，是人生自然的规律； 
昼来夜去，也同样是这种道理。  </p><p>    雨果的这首诗为《冉啊让》这个故事做了总结，让我印象深刻的是这几个故事中的冉啊让的故事。不能片面的去评价冉啊让，从客观上从冉啊让这个人物让我看到了平淡的幸福生活。 </p><p>    冉阿让这个人物,本质上是个悲惨的人,但同时他在另一方面又是一个幸运的人,因为他在这黑暗的世界中获得了灵魂上的救赎。也许他身体和心理上都遭受了很大的摧残,也许刚被释放的时候他还有着对社会仇视的心理,但是主教给予他的爱,净化了他的内心,让他从一个罪犯慢慢变成了一个有助于社会的人。他的人生经历三次救赎,第一次是他成了市长,真心实意帮助当地的人民做事情,第二次是他在对尚马蒂厄事件时内心的斗争,第三次是他最后去世,得到了宽恕。法国是一个基督教国家,每个人所做都是为了对得起自己的内心,这也正是冉阿让最终可以得到救赎的原因。 </p><p>     曾经看过对这本书很教条式的评价,说这本书是浪漫主义作品,说相信依靠善与爱来解决社会中的问题脱离现实。总之与批判现实主义作品相比不够深刻云云。后来上了大学,明白那些所谓主义的划分原来没什么意义。或许是吧,现实生活中几乎不存在这样的义人,不存在这么多离奇巧合的情节。但我觉得文学作品之所以震撼人心,正在于它表达了一种终极的理想。仁善与博爱的理想,灵魂的自我拯救,正是这部书最伟大的地方。
    但这本书同样是现实的。记得这本书的题记“贫穷使男子潦倒,饥饿使妇女堕落,黑暗使儿童羸弱,——只要这些问题还得不到解决,只要这世界上还有愚昧和困苦,那么,和本书同一性质的作品都不会是无益的”。小时候读这部书时还不谙世事,只是当作别人的故事来读。而如今,我明白中国现实社会中类似的现象一点也不少见,可是谁能像雨果一样,真切地体会那些生活在最底层人们的痛苦,写出这样深刻感人的作品?  </p><p>   这部作品让我记住一句话，一个人做事要对得起自己的良心，不负自己亦不负他人，懂得救赎自己，做个心善的人。</p>"
10091859,10925452,思玉,,“一个决心将发扬光大，”将什么？很简短地概括了本书的内容，当然对于一部伟大的艺术作品，概括永远都无法囊括其博大精深的丰富内涵。冉阿让与沙威是本书的主线，但也有很多让人难以忘怀的次线，也是值得去关注的，比如那一场革命等。不过这一场猫鼠游戏确实是本书最值得玩味的地方。80
-1,10091859,何丽,《悲惨世界》书评,<p>只要读过《悲惨世界》这本书的人，都不会忘记冉啊让与沙威这一对欢喜冤家。一个越狱犯，一个人民警察，一个小偷与探长，就这样玩了一辈子猫捉老鼠的游戏。都是出生卑微，都有着非常强大的信念：一个决心将发扬光大，一个眼里容不得一点恶；一个坚强不屈，一个屡败屡战;一个矢志不渝，一个忠心耿耿;一个善恶分明，一个嫉恶如仇……了解这对冤家，也算基本上了解了《悲惨世界》。其实，了解这一对欢喜冤家，也理解了这世界上许许多多的恩恩怨怨。</p>
-1,10092939,看电影,这本书有点啰嗦,<p>直接了当的说，废话太多。而且莫名其妙的插进一大段拿破仑战争的描写；对巴黎市区战斗的描写也嫌亢长而不真实，作者毕竟不是军人，对战斗场面的描写限于听人的描述和脑海的构思。总之有很多是可以略过的，当你一看到作者开始发表议论，你就可以往下翻。因为作者的主观议论不仅漫长而且可有可无。</p><p>抛开喋喋不休的议论，情节描写的部分够得上世界名著称号。雨果很擅长语言对话描写。第一个高潮来自米里埃主教与革命党人G先生的对话。这个部分在各个改编的电影版本中都被遗憾的省略掉了。</p><p>然后，结尾部分感觉稍微有点虎头蛇尾。</p><p>这部小说无疑是反封建的，与此同时，这是一部虔诚的天主教信仰小说。反封建与宗教信仰这两件事，很多时候是有矛盾的，反封建的革命党人，往往也是反宗教信仰的，这种矛盾，在主教与G先生对话中已经交锋过一次，后来冉阿让算是站在起义军一边。这算是捏合了两件事，也算是捏合了米里哀和G先生。我首先认为这是一部宗教信仰的书籍。只有高尚的灵魂才能缔造好的社会。</p><p>“当你活不下去，是上帝给了你力量”，当然上帝没有亲自出现，而是他派了米里埃主教来执行。反封建是拯救社会，但上帝拯救了个人的灵魂。</p><p></p>
