用户id,评论内容
1858596245,"演技有点差，剧情都差不多，特效还可以，55多时，看着人家被吃[汗][汗][汗],以为很好看，有些失望。"
562143510,用点智商拍片子吧
582446644,这个辣鸡片越看越想吐，大家看到评论就不要看了，
496616062,背包刮树上，先把包扔了就是了，又不是胳膊刮在树上了。都关键时刻了，不是正常人的反应
991325258,好片子 久违的九头蛇 主角太帅了
1246954019,剧情真烂！网中的:snake:那个呆货还特意割开一个口！导演安排的?:grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes:
1307980517,还可以，就是没有名演员
1243391373,脑洞大开，这类导演和编剧心里肯定是有毛病，才会想到这样的剧情。
1456001306,垃圾电影，一会很怕死，一会当儿戏
1556317097,这可以说是国产巅峰之作美国都拍不出来
1334077724,真假[汗][汗][汗]
1124039642,差评
1661038080,没血腥
503789713,看完之后我再也不想看其它网剧了，演员个个演技在线，绝对不是科班出生。特别是男主，不是富二代就是富婆带，演技绝对好过抖音小视频
1135208282,"
什么垃圾也有"
1364148147,我是刚来看的，但是看到一些不好的评论，我就不看了。
1714431819,九头蛇，相柳？？？
1506488564,太辣眼睛了
1825913142,"哇哦，，，这个九头蛇好温柔，别人家的都是大口吃，乱拽，乱咬
这个光见拉着跑"
1443419637,总体来说还真是不错，国产网大估计投资不大，和美国几亿的大片比肯定比不了。
1339941586,俩个字垃圾
1326508212,这他妈能看吗
1823446691,国内的科幻片怎么看都看不入眼
1157126378,极其无聊的时候当喜剧看
711537961,这么垃圾的电影，评论居然有说好的
848462826,全是水军吧，电影剧情尴尬，特效更是一言难尽。弹幕里说特效好，比得上欧美科幻片特效，这究竟是睁眼说瞎话，还是我的审美有问题。
1587141032,好傻的剧情，这个九头蛇可以叫九条蛇
1902747095,拍的都什么玩意儿？？？？？？？？？？？
1352126529,都死了利索
1352126529,是演员都是傻子
1528224133,整部还不如最后讲故事这点好看呢
1087941169,太好看了，好看的我都说不出话了。从来没有看过这么好看的电影，导演真厉害这么牛掰！
982500501,非常烂的一个片子，侮辱观众智商
1071531424,什么玩意
2054994846,一点都不好看
1065018185,感觉智商受到了侮辱
1149325458,保镖有个性[大拇指][大拇指][大拇指]国内拍的电影真的不错了
1674033275,一样
1712937425,剧本粗劣到不行
1016956151,太假了，假的不能再假了，特效差，而且不符合常理，人躲在车里，蛇怎么开车门的，直接省过车门打开人被蛇拖走，后面都不想看了，太假，特效又差！
633306352,都么有了伦理的说词，也太恐怖了哈
542245756,[吐][吐][吐][吐]；烂片！好多情节对不上[吐]
978945756,喜欢看怪物电影
632582943,码的是不是没剪辑验证
1929697542,不好看，剧情都是是复制好莱坞的电影，没有一点创意
1376817213,看头尾就知道结尾
1376817213,那个二百五拍的
1631101925,蛇都会自己开车门？？？
1198121312,其他的就不说了  这算是看过最垃圾的一部吧
1730199049,支持国产，说实话，真的不好看:beaming_face_with_smiling_eyes:
1957650480,觉得这个电影还可以啊！！剧情也不错！很喜欢
1219539256,蛮好看的
1880829315,这个蛇还挺吓人的，刚出来的时候确实吓我一跳，特效不错，还是希望国产剧水平继续不断提高
1771823431,剧拍得很不错呀，不愧是国产剧，看着很惊心动魄又舍不得不看
1240196533,这部电影太惊险刺激了，特效还是可以的。
726614896,看在皮衣美女的面子上，最多给两分
1474806950,哈哈
821952803,这是我看过蛇类最垃圾的一部
821952803,在电影这方面真的没发跟国外比    
804617127,这种片子真的浪费时间，看得劳资蛋疼
1616337320,水军真多啊，:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
1692524040,现在的电影越拍越完犊子
1482011819,:face_with_tears_of_joy:
747700803,这特效和声音都好给力呀！
1488872245,太好看了。居然用了五分钟才看完，大力支持
762131503,五毛钱特技，说好看的有意思吗
1509192584,我看电影的要求比较高，如果遇到那种要求低的，我就……降低要求……！！哈哈哈哈哈哈
518556368,教授旁的姑娘很漂亮，但是如山抓蛇穿漏脐装有点不太科学，哈哈
1347781408,这要是外国片子就火了，中国片子也就那样了，糟蹋了
1428983788,我是怎么坚持看完的？
1502511134,真让我吐:face_vomiting:了就这还有人看
1176735056,彩蛋2有点意思
1837063833,特效做的特别好，惊险又刺激，值得一看
1493215444,国产的科幻片是真不行
1202538157,真的太好看啦，好真实我是真的有被吓到
1350611815,什么鬼，看这想吐[吐][吐][吐]
1167947010,这宠物不错
1654131473,好好看哦
2051859155,国产剧一直在提升.加油
1760461002,打卡
1046107920,"哈哈

"
760828858,非常好看，看完后你肯定还想看第二遍，因为你根本就不会理解中国的电影怎么会如此粗制滥造，所以再看看吧，再看看
1590810719,非常好看，能坑一个是一个
1152832900,打卡
1127132863,打卡
1539975445,感觉还挺不错的啊！虽然还有些不足，不过相比其他的特效已经好很多了啊！
1354242591,这看着也太刺激了吧，喜欢这种刺激
1201616346,很好看的，剧情相当精彩，很刺激，棒
1140598670,看的真的非常过瘾，很刺激
955146702,那个穿裙子的女的是猴子派来德玛，，去深山老林穿裙子
1881617967,这个特效很不错  剧情紧凑
2017031265,还与世隔绝？真厉害
1431832797,女主的颜值好高，开局那蛇吓死我了
1249387240,国产电影完蛋了
1035217950,:grinning_face_with_big_eyes:
1165969364,这么垃圾的片子，我就不知道怎么到第一名的。
1353552144,简直把我的脑子放在地上摩擦。
1980224935,无厘头的垃圾电影
1481994737,傻傻的看完了
1670191198,枪都打不穿的鳞片。针头注射居然行。厉害厉害
1710131939,我没有坚持到看到蛇
777665010,"尼玛，真是什么人都可以拍电影了
"
1123912686,太垃圾了？这是我见最垃圾的电影
1251694551,这也叫电影，尼玛的[呵呵][怒]
1537155959,唐唐你的说电影有题材喽！！！
1486846908,感觉挺好的啊，剧情在线，演员也很给力，特效也不错啊。
1457752776,我觉得挺好看的，特效看起来很不错呀，挺刺激的一部电影，还是好看的
1333503519,开头的时候真的吓到我了
1102170983,我觉得这个很好呀！特效也很棒！超逼真！:snake:出来的时候我心脏都要吓没了[勉强][勉强]
1542325618,开头的时候看到那条蛇的时候把我下一跳
1968629032,电影挺好看的啊，剧情刺激，特效也还不错，那条蛇做的太逼真了，刚出场的时候确实把我吓了一跳[勉强]
447390545,特效好逼真
1532413385,这个题材可以 特效也比之前的粗制滥造好多啦
1560153414,emmmm片头特效还可以，进步空间挺大的。
1505605901,刚刚看过了呀
1631999074,惊险刺激，国产还是在进步的
1370296517,无语:downcast_face_with_sweat:什么鬼。
784757456,太烂了，这种作品也拿出来放
1209088683,没名气的演员演技真心不咋地
1345977678,真好看。。。[吐舌][吐舌][吐舌]
1825913142,三个字，假，假，好假
822666472,这样的电影真好看？
1054848946,这个特效还是算不错的了 演员演技还是可以美女与野兽的性感搭配哈哈哈哈哈哈哈哈哈哈
3000862930,演员演技好好啊，特效也逼真，有被吓到
1841523931,特效还是很棒呀
1336356863,别说变异九头蛇称为宝宝指示它杀人，还挺怪的，特效很可
1709979120,特效真的非常棒，一开始那条蛇把我给吓到了
2037099769,看了这部电影感觉还不错耶，剧情紧凑不拖沓[呵呵]
1137239948,烂大街的电影！
2018253989,现在什么人都能拍电影
1564289352,彩蛋比正片还好看
1366112175,这枪也好玩说卡就卡，说不卡就一下不卡了
2005996466,没逻辑，没感染，没感情！差
1039398733,一点都不好看，什么玩意
1071677296,汗，垃圾
1079264089,这是一部弱智喜剧片，没有最差，只有更差
1900268229,特效太差 
1900268229,自从大学天天和朋友看恐怖片，现在还没找到可以让自己激动或是害怕的恐怖片。
2056870254,好看 牛逼:cow_face:  浪费我还开个会员[泪]
992353528,"因为是国产的，那只能说非常非常好看。
唉，能坑一个是一个[汗]"
1181360804,二个头都不得了，还来个九头的
1422204837,真垃圾，真垃圾，！
1513910636,这一点都不吓人
1861284013,什么人都能当导演，什么人都能当编剧，我笑了，拉低国产电影的档次
1983898172,垃圾，非常垃圾.
1966020798,因为脑残编剧多
710290130,这片托真多啊
710290130,一群毫无演技的演员，女的还长的丑。特效就别提了。
1000749279,这种电影 我都不知道说什么好了
1474113799,:grinning_face_with_smiling_eyes:
1573143165,电影？
1301313709,我想知道那个坏蛋伊俊杰咋死的
989625702,都是吐槽的！确实不好看，
1056804301,编剧小学生水准
1862390582,不是吧不是吧，我看了好多评论才决定看一下的，好失望啊，演员们演技真的很尬，剧情虽有反转但节奏完全带不起来，特效还好，但是全程无高潮，让人看不下去
1467269717,意思是还有第二部？[花心][花心]
1639297086,反正我觉得太垃圾了
2044621191,垃圾太假了
1561736314,太假 太假 太假了，
1227254856,老子看不下去了走了
1105155101,满心期待，看完之后，什么玩意啊，浪费感情
1451054369,这女子的演技是最烂的
1139193572,还行
1594045092,我是没董那个偷生长激素的男的是“自杀”吗，前一秒拿枪指这雨旋，郭个镜头就自己躺地上了？？
1450291917,很好看不错
1877204068,我觉得还有第二部变异九头蛇第一部的九头蛇死了但他们的蛋孵化了，
1366484386,不好看
1946817669,烂的可以，但是还是看完了
1557544484,我就是想问问伊俊杰最后是怎么死的能解释一下吗？
327989417,自己养个蛇，把自己弄死了？
1178876653,这是哪个日龙包拍的
1030100204,啧啧啧在宿舍
1379347363,连很多地方逻辑都不通啊，
1572114267,走着走着在宿舍
1812255751,国产科幻确实不行，但是，，，，，，
1845814438,这自作自受三生三世
1373433195,一分都不想给  浪费资源 浪费时间
732205028,这片真的有点怀疑导演的智商
1167825000,其实整体思路是还可以的，就是给拍的…唉。。。国产这类片还需努力啊。好多细节都是坑啊。。。
1333668115,这个特效真的好逼真啊！演员演技都超棒
859543092,姐姐
1825142580,这片简直是又恐怖又刺激，还想看
1825142580,好吓人啊，刺激
1825142580,特效很不错啦，我喜欢
1375785380,狗屎电影，浪费流量。
1742991309,浪费我流量
1158405140,在电影院看的估计哭着出来说太坑了[泪]
2058796777,太假了演的太假了  胡闹
1529454289,我就想知道拍了个啥
1496841872,对不起大家！！我替导演和制片人给大家磕头认错！
1209620603,太她妈的假了，一点看的欲望都没
419282595,本片非常好看，超越国外好莱坞
1469216832,打卡
1501189628,垃圾垃圾垃圾呀
1788641526,打卡
944199953,还可以站到它面前，一点都不吓人，垃圾电影
944199953,一点都没感觉
1427963943,特效还是不错的，这个蛇还是挺真的，有点刺激哦[吐舌][吐舌]
1216531425,真的觉得大家演技都很不错
370326364,好看
1377224723,还可以吧
767162124,而今迈步从头越
1505605901,看过了，[真棒][真棒][真棒][真棒]
1240319273,谁来告诉我，电影里的枪是怎么弄到的，大中华枪械管制的这么严格，还有这两分钱的特效，什么时候才能改。
1013306319,好棒呀！还是很好看的！！
1885471955,这钛合金眼球 也很惊艳 
1885471955,哇 动物的毛发近景都做得这么逼真 我承认我被吓到了 国产特效一直在进步啊 支持支持[开心][开心]
1243923030,特效好逼真啊，感觉拍成这样已经很棒了！
1046840056,好假，拿着枪不打晨后一个未死的蛇头，等着，等着它复活。
2038040885,九头蛇刚出来的时候就有点吓人 很期待后面的剧情
1453145285,这部电影真的挺好的，特效逼真，九头蛇出来都吓到我了[大拇指][大拇指][大拇指][大拇指]
1089213807,连电影大蛇一半的一半都不如
1796166649,太恐怖了吧，一条蛇:snake:长九个头。
2038040885,哇开头就这么刺激吗  有点期待后面哦
1089213807,说好看的都是坑
915816303,好看
2029525841,哈哈刺激 有有点玄幻 很喜欢看这部剧 良心之作
1125685876,这2货电影
1609035007,对于中国来说，这片子也行
1556391968,什么垃圾片。浪费流量。浪费时间。:herb::herb::herb:
2034922839,这片子太刺激了吧，真热血沸腾
1450120646,圆满成功
506126312,好好看看
1676094270,你这是在侮辱我的智商
853388222,h好电影，优酷还拿这来收会费，草
1403716451,好看
1573988071,演技最好的是泥巴！没错，就是那条狗....
1445700352,这部电影制作还挺用心的，剧情也在不断反转令人猜不透
684648112,还不错 特别九头蛇 好逼真啊  老大爷演技可以[呵呵][呵呵]
1532413385,相比之前 这部的特效已经可以了 蛇有点逼真啊 出场把我吓了一跳
1210471168,国产片已经越来越好了，剧情惊险刺激，很棒[大拇指]
1200440203,和玩具蛇一样，好意思放出来看
1093067715,这是什么玩意，看不下去了
777665010,真的佩服制片方顾的水军
1187294272,拍的挺好的，特效也做的很棒
1041441583,在国产里，特效和演技算是不错的啦，与预期符合
2037851038,真的期待了很久！终于等到了呢！！这特效真的很真实很棒很带感！！
2011732236,啊啊啊，太棒了，怪兽大片，惊险刺激，好喜欢
1180060756,我觉得挺好的啊 每个人有每个人喜欢的点 其实特效对于国产已经算同系列不错的了 演员演技也在线
1551316512,现实的蛇不会攻击人的，除非你惹怒它而已
1843193876,一堆都是废物
1495883052,没点创意，连常识都没有
2036432705,什么啊！垃圾电影[怒][怒]
1143559152,浪费我的WiFi  流量[勉强][勉强][勉强]
1802007798,话不多说，我就是过来看评论的
1908474759,那个蛇的鳞片做得是真的逼真啊，看得我汗毛竖起来了[惊哭]
1634112642,特效不错，这剧是下了功夫了～
1443006292,特效还不错的，这个水平已经很好了，而且演员的表演也不错的
808637182,感觉特效很不错啊，值得一看
1505605901,特效还不错，加油！
2018253989,拍的也太假了吧
1959038403,这么任性的女的不死天理难容
1925322056,太假了，不好看
988580039,能拍就拍，不能拍再去跟大导演学习学习
1836972327,侮辱我的眼睛！真尼玛差了，
1617449554,很烂很烂的一部电影～
1203449982,请问好看吗
498702010,网络大电影？真是无语。以后少来点垃圾电影吧，烂的要死
1037825077,编剧导演那个嘎达毕业的
1827297343,谁看谁沙雕
781911483,辣鸡电影，毫无内涵
2038329038,太假了   无法看  头疼
2040867409,演的都是些啥玩意？这是诋毁我们的智商吗，假归假，但是要有一个限度[弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱][弱弱]
1533883163,国产做不到真实感
1848388909,特效已经很不错了吧，惊险刺激，女主也很好看[哈哈]
1487639363,这部电影演员演技都很不错:thumbs_up:国产也有不错的电影，必须支持一下
1998077536,别说什么没有国外的好看，你能看到的国外电影九牛一毛还都是筛选过的，这部电影已经很不错了好吗，同题材的已经算很好了
1336078684,剧情还是很精彩的，特效也很逼真，值得一看
618806545,有一说一，特效虽然没有院线级别那么好，但是也挺逼真，值得肯定啊！！
1879153917,这特效真心不错，这条蛇出来真的被吓到了
2051163055,我觉得挺好的啊 特效也不错 女一女二也很漂亮 看着就养眼
1241918595,打卡
1374982404,来了
1994823285,覆盖层肌肤i
1831344196,脑子不好了拍的这电影
1375124766,支持国产电影，这部电影里的特效真的做的非常好，演员的演技都很不错！里面的九头蛇一出场就很逼真！
2035020048,惊险刺激很有看头[吐舌]
973550110,这画质很不错
793573799,真是垃圾，真的垃圾，无语
1336188099,狗血电影、垃圾剧情
1504718004,看得我真累，啥破电影？
499070475,垃圾  一分都不想给
1184062125,国产脑残剧，一星都不值
1037857751,1分都嫌多
2028902834,一点血就吃妈妈    那妈妈来月经  那岂不是  不得了
1737971602,演老大这个 开枪那两下看不惯 差劲
452964496,编剧，太假了，别来看
2040441466,就这还埋下伏笔 还能拍下一部啊 垃圾电影
1548691943,打卡
911819664,太假了
1342252205,演技差
1305451989,什么玩意。看着浪费时间
1366924771,2020这特效远远比不上1993年的侏罗纪公园
1385313693,太假了
1741754412,这是怪兽啊，画面不错
1905823444,就这能凭最热，看来都是被骗来的
848118691,我要举报，这个片子是帮坏人洗钱。才拍出来的[怒]
1313668317,啥玩意
808309088,质量差
1639809306,这电影真low
746933933,不是特效问题，故事也凑合，拍的太烂了
764801865,呵呵
2042576458,热度榜第一？就这？
1479479385,蛇也能像老虎一样吼！
1351438368,国产剧就没看过几好的电影
439239815,发现了吗，蛇类，鲸鱼类的电影，都是人的欲望，满足什么，引起动物的怒狂
1877149625,还可以
1446925377,这部电影看着挺好看的，特效也不错，演员演技也不会出戏。值得看
1117625048,唉，说好的九头怎么变三头蛇，一味的假，哇塞好看哦，都来看看吧
1209113268,这个真的很好看
1168258581,打卡
710448530,国产剧算不错的了吧，继续看着看剧情怎么走向
1213487611,剧看着也还不错，关于蛇类电影进步很多了
1873480311,开头音乐好深邃，鸡皮疙瘩都出来了:face_with_tears_of_joy::face_with_tears_of_joy:
1039755160,这个特效厉害了，放假在家值得一看
1672666106,好的
714798874,打卡
775625731,怎么看不到评分？
970343008,又是一部烂片子
1197312561,可以
835772835,这热搜度是自己封的吗[勉强][勉强]
715024722,网剧里面算不错的了，还是有点小惊悚啊！！
2040295048,这特效做得我以为是真的，吓我一跳呢，这算国产良心剧了[哈哈]
1029975291,这特效比起以前还是不错的了，那条蛇吓我一跳
1220616647,我不明白蛇长九个头有什么意义？
1325815932,蛇会开车门，厉害我第一次见，有点太假了吧，蛇在外，人在车里，车门怎么开的
371345413,真特么丢中国的脸，这样的片也弄出来[泪]
826533844,特别好看的电影，不看完后悔系列，邪恶的一笑
1090798610,智障
1815350259,笑死我了！
1143620564,好好看呐！特别是最后
822162176,一毛五特效？假透了，我们吃瓜群众都看出来假的，要是让专业的看到会不会笑掉大牙啊
2051801364,嗯嗯嗯嗯恶魔的
1813609499,没一个明星
1813609499,太假了，就是看到那些人张着个嘴巴在那里什么
1143858554,没看的，千万不要看！
1143858554,全网最差最差的电影！
2046685747,水军呀
1752995186,这特效有点惊讶，低估了
1631999074,这部片子想看又怕，就是又爱又怕，哈哈
1410565880,挺刺激的一部影片，那个蛇挺逼真的
1937420558,这个九头蛇真的很逼真，人兽厮杀，人性的揭露，真的是部好片子
835316121,紧张刺激啊，特效不错哦
1783293243,特效还可以，用心了，而且剧情精彩
1210471168,国产片已经进步了很多，期待一直变好，支持
1597676191,这部电影特效还不错，演员们演技都可以。惊悚度挺高的，像这种题材的电影我很喜欢看。
1052833154,不建议观看
1349813393,打卡
1119900997,尹俊杰是怎么死的，没看懂。这片子拍的漏洞百出。
1009393021,认真的看了一下，说实话其实国产片有这种特效和水平已经很不错了，继续加油
1443348527,说实话真的不行，先不说特技了，就说下这一群演员吧，这样演的都是路人吧！给谁留印象呀！！
1118312755,这蛇都会开车门了
1973273267,不光是特效，剧情也很狗血
1080339856,这部片总得来说，也不失为一部以怪兽为题材的好电影。值得一刷
1932190746,特效挺好的，支持国产
413570098,这部电影的特效做的很不错，很逼真，剧情也很不错
1202355829,这部影片总体来讲制作算精良的，特效也挺逼真，还算不错:thumbs_up:
1876031789,开头特效属实吓了我一跳 手机屏幕都摔碎了 为特效点赞
1544081496,u1si我是真的被:snake:吓到了，特效还是不错的
1504074888,九头蛇演得太逼真了，太刺激了。已经看第二遍了
739262875,一着期待国产方面有一部这样的电影，果然没有让我失望，剧情选角方面都非常用心[滑稽]
1202588350,画面好逼真啊，开头就吓到我了！！
1556698189,这个特效什么的真的都还蛮喜欢的啊，感觉挺逼真的
1663297758,整个剧情真的超级刺激，差点看的我哭出来
1504581685,感觉特效还是可以的！九头蛇制作的挺真的
1518978800,开头那个蛇就吓到我了，蛇的鳞片好逼真 特效用心了
1249482416,中国的影视城怎么越来越废了、什么乱七八遭的都可以播放
1448947857,呵呵，我居然看完了。
1371424859,什么破电影，一点都不好看！剧情很垃圾，总感觉一直在模仿，除了特效做的有进步外，其他没什么看点
1919619175,这么垃圾的进就别拍出来了。
1447857948,全程只有胸部最好看
1360430042,这剧情也是醉了
1880321093,用点心，这么烂的剧
986572288,看了这部电影，说实话我觉得在制作方面看的出是费了力的，而且变异蛇的特效感觉还不错
744029105,真好看，关键时刻包被挂住了，说了要九个头一起打死蛇才会死，打了麻药非要剩一个头哔哔哔，结果又活了，这群人智商真的是杠杠的，赶紧把他们都干掉吧
1509063686,人心真是演绎的淋漓尽致，不相信教授，害死了保镖，
1160066431,:thumbs_up:
1676077799,这电视剧，我只能说都浪费我流量，也太没意思了
2029262452,特效可以，只是剧情太大众化了，感觉这种特效电影都是这样的剧情
1825142580,剧情很可以啦，不过我有点害怕:fearful_face:
1528920779,特效还是很棒的，大蛇刚出来的时候吓了我一跳，题材和剧情也挺好
2030570509,挺棒的！特效师很不错九头蛇刚出现那一刻真的吓到了
1974291014,这个特效我真不错啊 喜欢
2012564262,算是国产里面的精品了，在慢慢成长中。
1447753437,导演编剧还是退圈吧，真的是个人都能拍电影了。
1112282083,跟90年代外国片比？说明现在国内拍摄机械也是90年代的？90年代的国内武打演技比这好一百倍
1254409868,这个评分是怎么上去的
1399708534,反派男死的莫名其妙
1400050197,五星差评
1948725878,好可怕的九头蛇。
1609997093,要多垃圾有垃圾啊
1913035120,越恐怖越好看，国内现在恐怖片太少了
718958285,看过的都说差
1487538077,"哎，这，让我怎么评论呢？
没深度"
736103422,啥电影，感觉智商都掉线了
1217123874,起个外国名很洋气吗？
463833566,国产只能拍战争片，
1508820788,卧槽一毛钱的特效，真难为导演了，实在是看不你去了
1571944601,还是外国人演的像真的
1571944601,这也太假了吧？蛇还会开车门吗？
1542972704,什么烂片，九头蛇出来几个镜头，最后没有什么演了，开始讲故事吓唬人[吐]
1494491596,看国产的纯属浪费时间，要特效没特效，要演技没演技，要情节没情节，一点不争气
976559956,必须给十分 不能让我一个人受罪[勉强]
1051689364,这种场地背景太不敬业了，感觉我家后面的大山比这个还荒一点，唉
1335221420,好尴尬的电影 [汗]
582126688,真的  不要太下饭了
1170102693,狗血剧情，结局搞笑
1228262936,不好看，没什么逻辑，干脆说是外形物种吧
1747365058,:snake:蛇
478974370,国产就是这么不上心，太假了
1046637365,你笑起来的时候像西瓜最中间那一勺甜
1046637365,夏天的风我记得，清清楚楚说要热死我
1626338116,现实中有这样脑子有问题的科学研究吗？还伟大呢？十足十的杀人凶手
1658988471,太假了吧，注意看四分钟过的时候，他们在车上，车后面的背景一直重复
1886309621,这剧情有点脑残还有这演技哈哈哈
1233529128,看这种电影浪费电，浪费精神
1568471172,好看
1456583573,太垃圾了，无语了
387848163,优酷，你膨胀了么？
1093146117,什么鸟电影
1873480311,好神秘啊好害怕
2056554035,这蛇特效挺逼真的，开始它升头过来，被吓了一下
770806302,这是国产片里面比较好看的
1897813368,特效还是蛮不错的！
1832362237,昨天刚看了，小朋友特别喜欢   但还是希望国产剧更好
414138898,特效很不错，有被那:snake:吓到，刺激。剧情也不错
1146106048,太假了，给外国的没发比，差的太多了，
375552459,拍的什么玩意儿
1036070906,三年内
1201920388,谢谢分享
1553617642,好看
449377986,打卡
709688588,打卡
1985432639,计算机技术
368807939,我最喜欢看国产的了，一点都不吓人[勉强]
1640469582,感觉有点恐怖:face_screaming_in_fear:
504829609, 把我清华学子的智商咬成重伤。。
1247731789,打卡
455280769,打卡
1552976706,这个国产剧还是很不错的哦，支持支持
1727107110,我们不能带有是否国产剧来作为评判标准，就剧本身而言，各方面属中上等，剧情方面也很不错，比较有带动性
400448861,这女的一副生无可恋的样子，受啥委屈了？
763247429,国产电影还是选择走拍量不保质呀！浪费时间
1481413269,打卡
803705011,怎么好意思演这部电视剧的？
803705011, 太假了，假的不能再假了
978813909,男主的那个外套挺好看的，求链接…
1513608983,真是没一点意思    太假
1082165073,讨厌看这种结局一看只是一个故事或者只是一场梦
1881741556,好尴尬的演技啊。。。。。。。特效也假
1477005651,成功浪费一个小时
1339297625,这演技被个树枝挂半天怎么演的
478953462,那蛇吓我一跳 虽然不是特别好但可以啊 比有些好多了
2053593119,这蟒蛇也太大了吧！！我的天！！这特效绝了
1806139999,电影看完了 ，这个制作团队真的用心了 那个特效真的好蛮牛的 
768193459,居然看完了
1565473468,国产的特效现在越来越好了，有的时候真的吓到我了，赞赞赞
1160081877,我觉得特效还是可以的呀   算国产里面的良心剧了
1364304980,还是蛮喜欢这类电影的，这个也还不错，无聊的时候看看挺好的
1738483935,这也太逼真了特效既真实又震撼真的是很不错
2044629655,九头蛇特效不错，刚出来的时候有点怕
1681636365,这个蛇出来的时候真的吓到我了，有点小恐怖
948238923,差评
949307360,那个女的如果不露肉可能会好些:face_with_tears_of_joy:
453051215,现在当导演门槛这么低的吗  这也算电影吗？
500337191,打卡
2030283065,见过垃及的 没见过
1094067772,国产剧是要崛起的节奏啊！看起来！[哈哈][哈哈]
2056544467,国产剧可以拍出这种效果已经很好了，进步了。
1250315616,有种大蛇就在身边的感觉，好刺激
1598626313,这种题材的国产片还是少啊！这特效搞得真是不错呀！
1898795966,跟宣传视频相差十万八千里，国师呢？国师的女儿呢？啊？这就是国产电影，全靠这些电影来忽悠？无聊。
1049457136,垃圾中的战斗机，，欧耶
414888444,太好看了，还想看有第二部吗？
1694899082,咕噜咕噜
1810019309,看完了，感觉挺精彩的，演员们演技还可以，剧情特效啥的也不错，可以推荐
1392338938,说实话这种人太憨。个人看法勿喷
399638979,不得不说，特效还有女主真好看，哈哈哈
1913406233,感觉这个蛇的特效还可以，剧情也还不错吧
754043954,一逼包糟
1901564253,实验室放那么高楼层，没毛病，那么大蛇对付几个人还需要用毒？那么粗大蛇拉不过几个人？
383592681,打卡
2040441466,还能不能在垃圾一点 这水平不够用 
1393039064,应该叫最终幻想
1228496921,打卡
1041644768,还会有第二部吧
1520956654,哈哈哈哈 真是啥也不是
1520020091,太假了
1520020091,太假s
1246489581,蛇特效不错，演员演技差点
1772060318,有点呐啊
1772060318,热度7多就全1？
423306375,我就不知道怎么到帮手的！！！[吐]
1430864925,国产，可以拿到国外去做特效吧。
1228266018,垃圾特效
1116824731,看着真的无语:downcast_face_with_sweat:
1354618014,好评都是水军吧[呵呵]
1116824731,有东西勾住包包 怎么就不懂把背包脱下来呢 真的没话说
405798401,结局一点惊喜都没有，又留下一堆蛋
1386884212,都是懦智才有这样没逻辑思维的电影和队友
1528562757,导演去哪找的演员
1469347774,打卡
1974362322,最后小九头蛇出来了是准备拍第二部？[黑线]
1093146117,坚持看到现在我的妈
1411609518,马德怎么评分啊？ 老子给你个半星
2029799440,考虑
2031535833,卧槽，浪费爸爸时间
2019443502,还不错
1369874035,所以科学家为啥要搞这种怪物？嫌人类活的太平淡制造点惊险？
727049217,拜托拍这种野外景的时候，考虑一下实际情况下的穿着，以为拍综艺呢?正常情况下不是以安全为主?
905455686,说实话看着有点来气[怒]
458945989,是不是把我的智商按在地上摩擦？
1965024249,特效不错啊，九头蛇好逼真 制作也挺好
2037840630,很惊悚刺激，挺好的，胆子小的女生还是找人陪着看吧[吐舌]
3000883342,看了这个我开始怕蛇:snake:了，好吓人啊
545753162,怎么拍的这么假？明明在第52分钟的时候可以杀死九头蛇的，故意加个手割捕蛇网的片段，是没法往下拍才这样做吗？
915816303,好看
1533421759,还行
1125159158,还不回家
1687891493,打卡
1086635468,什么呀，这也太假了吧，把人类表现得那么蠢，剧情演艺太假了。
1130764239,剪都没剪好反复回放的，难道剪了之后都不用审核的
1216333067,演的什么嘛呢浪费时间一个字
1221040996,就这玩意，有人能看下去，我也是嘴了！[疑问]
1554989755,看着就超级惊险刺激呀
2050635798,啥啊这，别的不说，至少视觉上符合一下逻辑好不好呢？导演出来吧，咱聊聊
342813740,不错啊，特效起码能看出是:snake:啊，总比斗气化马强n倍啊，支持国产，更何况白嫖
1476520282,太假了吧
1739107203,这些科学家都是为了一己私欲，为了研究成果的疯子，不过像这种基因突变的巨兽电影我好喜欢:smiling_face_with_heart-eyes:。
1235072940,浪费我流量
1858391068,哈哈
1413498103,这人在找死。
1478122568,看封面还可以，看内容稀乱～
1036399625,弹幕和彩蛋要笑死我吗？
1737703614,打卡
1358903568,"算了吧 中国真不适合拍科幻片 拍点鬼片功夫片应该还行 中国人没这智商
"
1558639703,我的妈！！开头那蛇就把我吓着了[惊哭]
1354761897,好看好看，效果逼真
1818152609,太好看了 拍的真好
1626940392,这部电影题材新奇有趣，好看
1508642097,现在国产剧制作的也很精良啊，这部剧特效炒鸡刺激太逼真了
1300580565,这蛇看着好真实，可怕
1558639703,我的妈呀！！开始那蛇吓死我了 都感觉要钻出屏幕了[惊哭][惊哭][惊哭]
